cc_num,first,gender,street,city,state,zip,lat,long,city_pop,job,dob
2706999386774968,111,1,353,592,44,84123,40.6596,-111.9193,594043,1,1959-02-24
4471349361831,235,1,27,479,1,35761,34.9,-86.4487,11630,252,1970-03-15
30190659401395,210,0,32,562,13,83440,43.81,-111.789,35470,280,2002-04-06
377468071545168,296,0,884,177,17,41035,38.7049,-84.6237,10785,497,1969-12-03
4824771093241,199,0,174,297,31,7030,40.7445,-74.0329,50005,332,1934-04-12
4398214658404495,209,0,883,653,48,53089,43.1441,-88.2271,18568,157,1973-01-25
6011576627028957,299,0,878,465,14,61550,40.6148,-89.4604,17721,70,1962-02-15
213191343161170,72,1,507,112,4,93610,37.1014,-120.2691,23833,328,1950-02-26
3593792374740743,236,0,952,67,1,36426,31.1294,-87.0961,16202,304,1953-02-15
676364090974,288,0,533,166,21,4627,44.234,-68.6448,1636,118,1961-07-23
30095214562328,273,1,841,726,31,8260,38.9949,-74.838,13661,65,1949-05-07
180016048175499,145,1,388,655,4,91342,34.3054,-118.4322,91725,99,1941-09-04
2248267586926175,215,0,538,495,14,60452,41.6077,-87.7542,27969,317,1993-04-07
4900532931839331,115,0,237,610,34,12866,43.0708,-73.7408,36915,22,1973-02-27
342402681177585,195,1,96,304,43,77069,29.9863,-95.5208,2906700,51,1992-03-10
38115921249985,242,0,902,102,49,25508,37.9385,-82.0512,9837,330,1954-08-31
375452711116152,277,0,167,673,4,90504,33.8708,-118.3295,174353,284,2007-06-06
4585149368991,236,0,258,332,43,76058,32.4663,-97.4011,17123,78,1994-04-06
345459910229014,96,0,777,104,27,28208,35.2358,-80.8964,790689,471,1942-04-27
6011034324451072,258,1,407,108,14,60652,41.7454,-87.7135,2680484,67,1973-09-12
3541605297516136,160,0,467,420,48,54448,44.9657,-89.8299,4249,96,1963-08-04
3531243292127790,254,0,530,295,37,97124,45.5387,-122.9636,92886,284,1960-08-06
584119986795,180,1,944,600,43,78589,26.2044,-98.1537,38004,355,1989-07-24
4037788925546656,240,1,517,53,10,31516,31.2931,-82.2617,14735,120,1935-09-08
4486528168505423,326,0,332,584,4,95823,38.4797,-121.4438,757530,475,1965-07-22
3506537947383471,313,1,477,747,27,27596,36.0078,-78.4412,15619,44,1991-07-09
2261247826137504,150,1,620,448,43,76556,30.7304,-96.8807,1461,235,1953-08-18
30010432898610,272,1,383,628,31,8873,40.5007,-74.5013,49921,475,1981-01-28
3546095396218518,326,0,717,631,34,11419,40.6868,-73.823,47211,57,1927-07-02
3520585277221706,107,0,546,246,34,13069,43.3211,-76.4034,24931,159,1986-05-11
4566765277584161694,350,0,124,569,4,92507,33.9761,-117.3389,419138,353,1997-08-17
4165820297021358,134,0,286,153,40,29332,34.2693,-81.9843,2435,459,1955-12-30
4027868144733,352,1,137,516,0,99645,61.6303,-148.9872,25176,431,1976-06-26
341323705895781,59,1,693,356,9,32025,30.1601,-82.6396,57683,107,1955-03-16
4289226801824223,122,1,428,304,43,77012,29.7149,-95.2819,2906700,425,1949-11-08
4995900109439695,231,1,481,22,43,78002,29.2705,-98.7421,8255,382,1966-10-22
3556258815371477,85,0,963,739,22,48192,42.2084,-83.1616,25883,409,1981-07-29
6533950047974802,290,0,566,527,38,19124,40.0178,-75.0895,1526206,63,1975-07-01
3521655852398689,23,1,880,597,4,92154,32.5753,-117.0707,1241364,245,1987-04-28
30470551694093,169,1,107,730,48,54986,44.1187,-88.7214,4770,495,1965-04-05
676213075622,156,0,33,616,47,98102,47.6302,-122.321,837792,143,1963-12-07
3533484344375759,182,1,205,389,2,72212,34.7871,-92.4222,214454,68,1963-08-02
4842199330839,231,1,722,542,34,11776,40.9136,-73.0464,24235,248,1999-09-21
4262067240046,208,0,792,713,15,47906,40.444,-86.9237,66972,139,1976-01-05
60454932967,279,1,141,299,9,33023,25.9894,-80.2153,420284,214,1974-01-21
4453017426841459337,340,1,959,353,4,94549,37.8961,-122.1119,26864,417,1951-03-14
676183982252,290,0,973,716,25,39773,33.6265,-88.6823,16670,113,1993-04-23
30406403910659,240,1,714,397,5,80503,40.1559,-105.1624,117461,335,1965-07-17
2702512868230047,181,0,634,36,20,21202,39.2998,-76.6075,635495,490,1992-04-06
2720079030673833,258,1,450,194,4,92019,32.7777,-116.9191,165433,248,1995-07-13
6540892687056857,238,0,299,649,40,29483,33.028,-80.1739,111788,329,1937-11-15
4351751830467,236,0,988,441,15,46360,41.698,-86.8699,43625,176,1981-12-17
4638546785448,133,0,766,4,4,91301,34.1227,-118.7573,25488,440,1968-12-28
4536937854777255,61,0,809,129,4,93612,36.8149,-119.7106,109930,7,1982-09-15
4008860084840868,276,1,827,527,38,19119,40.0547,-75.1866,1526206,316,1956-07-08
3541016668700210,172,1,190,233,20,20744,38.7587,-76.9835,50722,232,1997-10-24
343926142939687,125,1,194,662,36,74873,35.2502,-96.9667,11821,65,1955-03-05
676347735869,160,0,949,169,18,70726,30.459,-90.9027,71335,89,1997-11-19
5512678886101586,45,1,52,658,19,2780,41.905,-71.1026,49036,303,1969-06-28
4264647154379938,162,1,600,451,22,48746,43.2718,-83.5619,8528,472,1965-02-24
30526547935641,280,0,417,368,43,78041,27.5569,-99.4907,248858,23,1971-11-29
4672434266179796888,318,0,62,385,31,7036,40.6354,-74.2556,41970,448,1946-09-15
6011014388899374,143,0,82,703,48,54401,44.9654,-89.7066,54974,98,1975-01-02
4571775140102,287,1,400,657,9,33610,27.9951,-82.4046,717255,365,1952-11-07
4609379660334199,49,1,537,234,43,76119,32.6914,-97.2675,813980,418,1937-10-12
3555792499125131,111,1,680,74,34,10467,40.8737,-73.8712,1382480,154,1944-08-30
213174225790506,169,1,885,401,4,90004,34.0762,-118.3029,2383912,450,1992-04-14
4279788191480,278,1,790,405,43,79416,33.5924,-101.9367,254282,203,1965-07-03
2413395962923307,208,0,462,541,22,48340,42.668,-83.2893,59853,328,1954-02-04
3532536729466718,221,0,846,692,6,6110,41.7326,-72.7337,64177,80,1986-06-08
180036374545891,41,0,1,270,27,27403,36.0641,-79.8202,305168,340,1994-08-06
4541520643611037125,195,1,57,10,4,94503,38.1668,-122.2553,19681,296,1979-06-27
4189092753269739,25,0,660,654,20,21784,39.4567,-76.9696,37941,228,1962-08-31
3504389836403768,49,1,60,680,13,83301,42.5565,-114.4693,52010,455,1992-06-11
5191043006848665,239,0,150,401,4,90020,34.0665,-118.3022,2383912,427,1987-08-03
4303161799042102026,171,1,526,613,29,68661,41.4591,-97.0628,7282,392,1978-12-14
4241913800030756,145,1,637,597,4,92120,32.7958,-117.0707,1241364,247,1960-04-02
213123806174457,25,0,500,422,4,93933,36.6849,-121.7934,22406,4,1935-08-25
4506413836702411,23,1,571,149,17,41014,39.0642,-84.5118,38889,52,1994-10-24
375574313291214,60,0,854,727,38,16693,40.4025,-78.2558,4185,32,1990-06-12
378044206788319,168,1,4,505,9,33054,25.9097,-80.247,107314,74,1993-02-25
2237215107029667,171,1,531,296,11,96720,19.7025,-155.0939,46165,437,1951-10-21
6011838065787597,187,0,597,276,35,45849,41.0245,-84.4956,1219,421,1943-12-26
4480396522393,117,1,64,472,9,34112,26.1184,-81.7361,276002,387,2002-11-14
676170593252,242,0,36,648,18,70665,30.2009,-93.4437,38893,250,1974-11-29
4289539264422099,155,0,960,490,12,52317,41.7443,-91.6061,14775,266,1989-05-11
4570433154100676,251,1,666,121,38,18411,41.4878,-75.7057,21985,26,1955-02-05
346218159970624,211,1,534,88,43,75007,33.0033,-96.882,119595,196,1994-11-04
4506149731032419,169,1,757,388,48,54140,44.2842,-88.312,8533,216,1960-05-14
503811586935,200,0,798,718,22,48186,42.289,-83.3686,84124,457,1993-12-17
4320616329451163,182,1,720,58,9,33431,26.3799,-80.0975,210202,83,1963-02-03
180064679970242,146,1,654,348,15,46347,41.3091,-87.024,4760,388,1959-02-22
4546913736785082143,240,1,342,414,36,73446,34.0784,-96.7597,8042,165,1988-05-05
4357972798552411,100,0,344,494,35,44857,41.2403,-82.6078,23805,407,1947-10-18
3534944665743744,236,0,117,283,38,17104,40.2597,-76.8594,165527,54,1973-04-20
4328309652074461,156,0,406,335,24,64131,38.9713,-94.5774,545147,444,1955-01-23
3551353465549475,290,0,399,292,42,37076,36.1848,-86.6002,35230,127,1977-04-27
341752500743293,263,1,969,601,4,94580,37.6787,-122.1295,27152,425,1961-12-03
4033542168940,72,1,794,536,43,75023,33.055,-96.7365,278067,156,1969-09-10
4982150648900,198,1,2,509,34,13825,42.4133,-75.2079,3442,434,1976-08-25
4184992618914117392,82,1,645,62,47,98021,47.7918,-122.2243,107070,380,1984-03-17
2717218114374471,19,0,557,363,4,92040,32.8562,-116.9201,41281,7,1975-02-04
379415521667462,240,1,223,192,14,62401,39.1217,-88.5611,19096,381,1973-07-27
342771670145088,266,1,590,117,38,15025,40.3243,-79.9317,15944,204,1954-11-28
4028772175354087,84,1,185,439,9,33187,25.596,-80.507,1737737,87,1927-08-01
2720948837550370,125,1,570,167,43,77536,29.6826,-95.1222,30690,434,1977-03-21
4149331637351605,318,0,803,237,27,27524,35.404,-78.4153,12338,40,1941-08-14
3521699586693460,334,0,277,684,4,91354,34.4466,-118.5374,61327,239,2002-11-28
180015879968469,276,1,208,144,38,15108,40.5,-80.1996,40153,235,1935-07-06
4571983863842,238,0,664,196,43,79938,31.8045,-105.9661,749635,433,1964-12-24
4212281606484229407,125,1,269,433,16,67460,38.3763,-97.6702,15168,437,1960-09-07
213182688615334,235,1,992,449,41,57252,45.2061,-96.6255,4800,31,1995-10-25
4085887704358112888,4,0,619,401,4,90065,34.1073,-118.2266,2383912,130,2002-12-02
503848193465,149,0,70,491,35,44133,41.3232,-81.7457,30394,289,2000-04-15
3547660728326849,340,1,890,82,27,28715,35.5376,-82.7001,24582,176,1945-08-12
4394312908781417,85,0,525,114,34,14428,43.0749,-77.835,8096,492,1954-12-23
376205336452579,168,1,817,489,4,91606,34.1872,-118.3865,155954,66,1959-11-16
3593084887256395,247,0,822,27,10,30906,33.3589,-82.0099,202193,119,1987-08-19
3550373145303854,145,1,516,545,37,97229,45.5483,-122.8276,841711,294,1980-02-04
4557790827237,24,0,234,469,19,1908,42.4261,-70.9277,3410,96,1973-08-25
4030299228092023,92,0,911,626,18,70461,30.2726,-89.729,84991,327,1969-04-16
3525799136621031,192,0,918,690,34,14564,42.9866,-77.418,14487,481,1983-10-28
180050863765993,29,0,156,132,9,32922,28.3672,-80.7465,65760,412,1967-01-15
6512694486959461,258,1,592,184,35,43920,40.6774,-80.6006,23438,353,1976-04-09
6589026012796117,97,1,681,572,14,61101,42.2922,-89.1161,189162,48,1984-07-03
568430988390,61,0,24,234,43,76109,32.7002,-97.3789,813980,314,1979-12-18
2704895543937690,1,0,193,566,45,23233,37.6455,-77.6266,536907,407,1967-10-25
3569735779071412,145,1,369,328,31,7310,40.7324,-74.0431,247530,216,1990-04-20
2702755394237339,248,0,348,590,37,97302,44.9039,-123.0445,249657,389,1953-03-01
3579472846392088,268,0,563,444,8,19709,39.4815,-75.6832,35107,411,1943-06-04
6011559428434798,130,0,658,681,16,67880,37.5792,-101.3488,7878,441,1949-04-14
30026728857441,203,0,214,386,44,84042,40.3412,-111.7144,10094,443,1989-12-16
2289399824558773,311,1,233,373,17,40342,38.0189,-84.9299,21125,259,1993-10-07
4475987622023410,71,0,789,305,22,48843,42.6159,-83.9248,57683,132,1976-11-29
3572282005577842,197,0,984,589,23,55125,44.9197,-92.9439,753116,425,1991-04-06
2445642400825475,176,1,422,413,4,93638,37.0402,-120.0335,98719,346,1953-10-24
6011416389448467,76,1,188,519,2,72373,35.2586,-90.5564,1329,156,1990-07-22
4442703120735649,265,0,56,139,35,43207,39.9046,-82.9703,783285,160,1999-03-05
2246730371837644,321,0,888,17,45,22202,38.8565,-77.0592,207410,165,1957-07-04
2246502491630096,265,0,146,282,4,93230,36.3314,-119.6491,65264,50,2000-10-09
5573585730652407,169,1,755,74,34,10469,40.8702,-73.8495,1382480,137,1975-12-06
180070862095937,122,1,886,244,4,93728,36.7581,-119.8113,570271,56,1959-04-10
2531096789940535,207,1,731,307,9,34667,28.3648,-82.6757,44792,332,1989-05-31
213114138113867,78,1,301,340,43,76549,31.0065,-97.841,164094,462,1982-12-25
2223868528975581,348,0,668,267,22,49504,42.9737,-85.7265,375580,316,1997-08-10
213140433504880,201,0,84,421,10,30064,33.9343,-84.6076,302309,205,1986-03-06
3515727919409615,273,1,674,160,43,75235,32.8252,-96.8388,1263321,33,1994-03-21
3520679981364629,44,0,643,38,14,60010,42.1614,-88.1383,44095,111,1932-03-22
6011898331465915,37,0,368,548,10,30127,33.9135,-84.6859,60347,124,1979-05-12
4103924051477056,71,0,850,394,14,60441,41.593,-88.0507,36869,14,1996-12-11
4439407016451049,292,1,821,101,3,85248,33.2509,-111.8593,255641,360,2000-07-30
376205554384041,298,1,442,200,42,37643,36.3445,-82.2015,33689,118,1974-05-09
6011926495782328,195,1,490,721,6,6109,41.7013,-72.6763,26668,424,1986-01-01
3556647423122092,215,0,341,582,22,48067,42.4906,-83.1366,57256,376,1961-01-11
4772233060463333,39,1,770,704,15,47989,39.902,-87.0178,1281,313,1976-07-29
213177038860861,175,1,485,523,30,3076,42.7288,-71.3046,12897,488,1981-03-15
2612982665702796,312,1,463,678,4,95379,37.9678,-120.2357,3898,406,1958-08-03
342220644742125,340,1,788,197,1,36323,31.4137,-86.0777,8255,69,1949-09-22
3502205020994515,31,1,503,733,19,1801,42.4829,-71.1574,38903,463,1954-03-22
2381472145868333,216,1,953,9,43,79111,35.2286,-101.6703,220580,498,1958-03-08
30293430107131,276,1,558,485,38,17240,40.1333,-77.5669,3345,437,1999-02-22
379902355770272,53,0,612,257,16,66743,37.5091,-94.8569,4373,55,1944-03-17
6011996291450461,26,0,449,336,38,19348,39.855,-75.7,22232,402,1961-07-17
378452182307683,49,1,922,126,35,44130,41.3826,-81.7964,769341,413,1974-06-03
4533448571422418,3,1,860,405,43,79424,33.5159,-101.9344,254282,234,1964-08-19
180002070160161,155,0,542,506,9,32073,30.1637,-81.7291,98816,80,1928-10-29
4733294562557707,39,1,259,39,18,70814,30.4848,-91.0689,378909,250,1987-12-07
3582761539669587,240,1,972,311,1,35801,34.7269,-86.5673,190178,352,1991-08-21
4570132902278467,215,0,549,178,14,62832,38.0137,-89.2333,9208,277,1970-10-22
6011405800851409,90,1,567,587,9,32084,29.9175,-81.3668,109984,441,1933-10-29
4201027621267969279,189,0,532,361,47,98258,48.0171,-122.0672,30524,433,1944-04-04
3519712847818919,90,1,899,83,4,91304,34.2197,-118.6111,77086,10,1964-02-19
6544209494079293,19,0,724,75,34,11212,40.6625,-73.9145,2504700,208,2004-06-11
3592927524372804,130,0,287,453,43,75773,32.6661,-95.487,12791,142,1979-07-23
5227674783667429,194,0,665,99,4,90703,33.8669,-118.0686,49399,269,1955-09-28
6539385258001066,29,0,357,358,9,32744,28.9806,-81.2334,3588,103,1976-05-06
4244717465421409,147,0,438,558,4,94063,37.4815,-122.2091,104429,486,1953-07-28
180039174101196,246,0,209,92,12,50048,41.5763,-94.5212,861,310,1928-12-17
36618306719854,119,0,164,539,4,91768,34.0662,-117.7763,154204,238,1987-07-14
4461571732030931,169,1,877,245,12,52749,41.3486,-91.1237,925,414,2000-01-03
4027079032024,231,1,939,407,19,1462,42.5884,-71.7266,10086,491,1962-04-04
349825309251148,67,1,283,677,3,85743,32.3366,-111.1771,865276,70,1987-11-23
4723248763290927910,217,0,94,370,33,89110,36.173,-115.0669,1417793,367,1948-02-07
4277220054365,85,0,119,286,25,39401,31.3146,-89.3065,82617,452,1998-06-07
4531363631797,186,0,977,244,4,93722,36.7918,-119.8801,570271,290,1950-10-05
3542177625349290,321,1,702,212,47,98204,47.9017,-122.2472,168159,12,1990-11-17
3592906007806868,185,0,748,590,19,1970,42.5151,-70.9003,41109,181,1945-05-23
675942799072,169,1,569,290,4,92544,33.739,-116.9243,117746,461,1950-01-23
180001657905527,235,1,539,470,38,18634,41.1963,-76.0044,13569,188,1985-10-03
4155778817884795134,312,1,253,594,43,78218,29.4969,-98.4032,1595797,126,1987-02-04
4827567043103856958,235,1,894,547,46,5058,43.8858,-72.27,346,382,1998-12-13
30292842222314,18,0,464,220,45,22460,37.874,-76.605,1876,126,1996-08-11
5167275208854741,347,1,765,329,42,37604,36.3107,-82.381,92094,438,1960-05-15
30515093983436,14,0,196,318,12,52246,41.6438,-91.5669,77509,339,1929-11-04
377813767426621,282,1,487,71,22,49715,46.3891,-84.6981,3130,224,1945-09-07
4264870494787301,267,0,726,579,23,55068,44.7378,-93.0685,27490,389,1989-11-29
6571589042902575,298,1,468,459,20,21770,39.3512,-77.2494,5164,66,1978-04-22
3585544518952027,192,0,522,392,5,80129,39.5397,-105.0109,320420,423,1942-05-14
5507545279852405,257,1,241,302,38,18431,41.5792,-75.2528,12666,337,1965-11-17
6011310890714014,111,1,945,707,43,79095,34.8717,-100.2207,2686,229,1996-10-20
3589119083342809,351,1,771,706,43,76087,32.7495,-97.6894,65228,149,1998-11-01
4151718275487,244,0,650,609,9,34238,27.2427,-82.4751,232625,375,1971-11-30
4678112669121531,128,0,377,445,44,84047,40.6152,-111.8851,28936,323,1933-07-02
5447732010170262,214,0,917,580,4,95661,38.7346,-121.234,122853,214,1972-05-26
6011675677002845,310,1,474,380,44,84639,39.5215,-111.9438,963,402,1973-05-23
3545009025590560,47,1,506,133,4,96107,38.5029,-119.4828,1269,271,1976-12-17
4986407905696594,47,1,791,440,35,45342,39.6321,-84.2675,36784,167,1999-04-27
4049639191954198767,71,0,476,12,40,29621,34.5261,-82.6304,93613,434,1929-07-25
4374896908357230,52,0,652,370,33,89117,36.1302,-115.2755,1417793,324,1927-08-19
4786603242044820701,31,1,429,244,4,93705,36.7863,-119.8286,570271,454,1967-02-06
180071391559633,327,1,358,304,43,77036,29.6984,-95.5405,2906700,95,1998-02-08
4575409003486451832,295,0,427,160,43,75211,32.7319,-96.9057,1263321,225,1961-06-02
371248156985703,255,0,733,127,35,45002,39.1937,-84.734,13388,259,1991-09-23
3596577242954312,150,1,310,517,4,94303,37.4673,-122.1388,92558,320,2001-10-09
349108677133341,102,0,412,272,15,46936,40.4791,-85.9582,5922,124,1986-06-05
4971072563669,248,0,6,353,18,70503,30.1843,-92.0497,151705,484,2004-11-27
578964652809,209,0,735,371,20,20708,39.0499,-76.8345,102149,232,1967-05-09
180062572870329,31,1,288,104,27,28205,35.22,-80.7881,790689,126,1955-08-19
4993908926137154,16,0,595,173,22,48221,42.426,-83.15,673342,379,1989-03-08
349759230450182,338,1,244,227,24,63031,38.8069,-90.3401,108973,102,1988-02-28
4158377674996164,275,0,615,545,37,97219,45.458,-122.7074,841711,416,1981-09-17
4243864908108186611,181,0,497,660,40,29687,34.9245,-82.3197,39561,37,1959-12-06
4945232194168000,156,0,710,80,14,60409,41.6153,-87.5483,37186,116,1978-02-16
567236831473,67,1,291,208,35,44035,41.3724,-82.1051,64263,241,1982-10-22
2367998407678992,321,0,91,513,34,11417,40.6769,-73.8448,53828,497,1989-04-30
503843757389,77,0,739,435,42,38106,35.1021,-90.033,697385,172,1989-10-19
4297167433800548,136,1,562,175,8,19901,39.1564,-75.4955,69187,212,1967-12-07
4891077119918081211,293,1,486,64,31,8805,40.5681,-74.5397,12254,130,1958-02-01
4603754821459,243,1,867,259,34,11542,40.865,-73.6277,27633,410,1980-05-21
60481155624,154,1,306,423,22,48039,42.6859,-82.5499,7807,440,1989-04-22
213167389975632,308,1,302,161,29,69026,40.0377,-100.4242,220,19,1960-09-03
4810548510174907530,276,1,461,398,35,44055,41.4361,-82.135,67952,86,1978-05-16
5566110627371588,145,1,981,460,27,28115,35.5774,-80.8226,69793,383,1983-10-25
2237702851961153,193,1,543,393,38,17045,40.5753,-77.0083,3350,121,1963-05-26
4701851067941,191,1,933,685,14,62295,38.2805,-90.3122,1599,498,1982-05-08
676374120944,182,1,994,438,3,85206,33.4026,-111.7242,478404,15,1983-12-03
4971895690707,128,0,565,321,25,39206,32.37,-90.1738,233060,430,1929-02-04
4620952004615260,309,0,349,742,43,77995,29.284,-97.1306,9567,307,1961-11-24
180017063048918,90,1,970,138,24,65203,38.9348,-92.3639,139474,300,1983-02-28
30007942007492,90,1,418,571,34,14623,43.0834,-77.6344,478127,104,1966-05-04
3554743553795021,235,1,31,709,3,85356,32.6935,-114.1561,4539,105,1961-12-07
3517537030453196,228,1,764,518,49,26101,39.2644,-81.5354,46768,315,1970-06-16
4999219212493846,69,0,875,239,35,45005,39.5357,-84.303,29963,225,1986-06-08
213130468750631,126,1,372,539,4,91767,34.0812,-117.7362,154204,257,1935-08-20
6011954317350587,276,1,796,561,47,98057,47.4714,-122.2203,141407,47,1983-04-10
4804661963990766,181,0,88,531,22,48169,42.4596,-83.9099,20813,473,1954-04-21
4567972320024968,175,1,987,2,12,50003,41.6221,-94.038,6594,466,1980-03-04
213165333153777,212,0,470,401,4,90020,34.0665,-118.3022,2383912,186,1971-12-02
30563620501503,182,1,954,468,1,35661,34.7561,-87.6304,16617,201,1993-11-15
676326153472,90,1,962,28,5,80013,39.6575,-104.7846,389246,158,1968-09-24
3530993842530429,290,0,187,555,30,3077,43.0325,-71.1912,10155,147,1993-11-13
3574969033373636,111,1,488,81,17,42029,37.0147,-88.3811,6321,284,2001-09-20
6576657546027341,227,0,895,666,37,97760,44.3909,-121.2379,6757,100,1971-05-26
4444392840449,286,0,913,55,14,61704,40.4705,-88.9433,84349,410,1977-04-20
345366377805295,294,1,554,139,10,31907,32.4779,-84.898,173903,428,1998-10-20
4599996636186379,37,0,425,108,14,60647,41.9209,-87.7043,2680484,155,1946-12-21
4705802566212867162,328,0,475,163,22,48126,42.3349,-83.1801,98153,361,1998-02-16
6011859777901474,132,0,937,365,4,93535,34.7131,-117.8783,182305,455,1964-04-02
4137681511856721,90,1,184,638,24,65803,37.2593,-93.2912,219752,367,1996-06-26
3527422091241863,72,1,437,568,43,78582,26.3942,-98.8104,40455,27,2003-04-28
4647090063353314,5,1,324,176,4,90240,33.9581,-118.1174,111772,332,2002-02-10
3586613315520656,2,1,501,667,19,1876,42.6028,-71.2232,28667,477,1998-02-17
4956252571509976837,188,0,103,149,10,30014,33.5293,-83.8496,86177,69,1993-03-30
4303975245086409,89,1,397,33,4,93304,35.3396,-119.0218,520197,59,1965-09-28
4298338167423364,64,0,750,585,22,48602,43.4248,-83.9745,135669,349,1967-10-09
30066149828241,145,1,903,627,35,44139,41.3866,-81.4421,24356,9,1958-09-25
6567491601692364,328,0,763,309,43,77339,30.0563,-95.2107,194500,291,1971-09-25
4243992011669183625,279,1,873,540,9,33063,26.2674,-80.2092,425636,122,1963-12-17
503870116863,235,1,524,30,5,81620,39.6313,-106.5108,10450,355,1979-02-16
3534679121416143,39,1,721,271,15,47240,39.2998,-85.4918,20832,464,1956-03-26
3577596555535669,215,0,85,722,1,36092,32.5927,-86.2153,29730,374,1970-03-08
676350573975,145,1,687,644,5,80487,40.6327,-106.9318,17057,122,2003-06-19
503871487271,328,0,330,455,23,55404,44.9609,-93.2642,1022298,306,1974-06-17
4287153991566863,271,0,121,382,17,40513,38.0139,-84.5815,296965,458,1983-07-01
4983665528993160877,116,1,781,291,33,89014,36.0564,-115.078,264999,398,1945-08-30
30374605233025,291,1,221,532,9,33782,27.8681,-82.7086,46772,61,1945-03-14
3512590472927743,309,0,65,203,45,22827,38.4025,-78.6321,10388,126,1948-08-18
30201859626309,56,1,936,527,38,19124,40.0178,-75.0895,1526206,10,1957-09-21
4999741926769,108,0,828,379,23,55354,44.8739,-94.0551,2741,477,1949-10-23
5229321840118453,344,1,423,90,22,48419,43.4258,-82.6022,2740,258,1968-03-07
4303243298395429,251,1,628,356,40,29560,33.8655,-79.7418,13664,60,1972-04-24
3598926256609312,95,0,512,139,10,31904,32.5161,-84.9785,173903,185,1949-03-01
3518594849102562,72,1,935,11,0,99508,61.206,-149.8101,242037,298,1989-03-14
3527578446834148,150,1,123,439,9,33165,25.7343,-80.3588,1737737,74,1974-06-22
4778816093068535,348,0,743,417,26,59741,45.798,-111.3146,4352,114,1969-11-08
4153814474430965,84,1,971,708,49,26070,40.2548,-80.5961,8441,244,1981-09-24
6501673188261700,72,1,656,561,47,98059,47.5058,-122.1157,141407,222,1964-03-05
3505313402665021,234,0,694,300,24,65043,38.6328,-92.1163,9452,92,1966-12-13
213130569067448,169,1,294,365,38,17603,40.0091,-76.3671,164596,216,1994-09-19
30189239231264,23,1,105,688,4,93001,34.3308,-119.3584,112613,253,1953-06-01
30086041454565,90,1,7,663,38,18969,40.3205,-75.352,15273,84,1955-11-16
4108255598953439611,310,1,940,624,40,29681,34.7512,-82.255,74264,276,1979-08-01
3502368485571614,185,0,947,304,43,77005,29.7179,-95.4263,2906700,158,1939-02-19
213127868669437,74,1,99,288,31,7506,40.9564,-74.1569,18791,243,1951-07-10
676134024246,294,1,814,218,31,7022,40.817,-74.0,13835,436,1970-10-14
340534240891645,299,0,366,149,18,70433,30.4876,-90.0959,47736,344,1998-07-18
30223972404224,283,0,226,109,24,64601,39.7966,-93.5509,12438,118,1984-04-18
6011100231429004,340,1,145,226,31,7932,40.7757,-74.3928,9868,131,1974-05-26
5101841862030362,148,0,624,503,29,68104,41.2919,-95.9999,518429,100,1982-06-29
6592624945147542,276,1,231,56,38,17815,41.0115,-76.4384,30967,377,1966-06-22
4522655767695234,147,0,838,651,42,37873,36.4741,-82.8306,4073,1,1979-11-07
5255247286333024,55,1,74,33,4,93309,35.3384,-119.0627,520197,376,2001-04-30
4310962272847656,161,0,135,401,4,90011,34.0079,-118.2582,2383912,315,1932-05-19
